customer_id,signup_date,age_group,gender,city,customer_type,loyalty_tier
C0453,2023-04-18,18-25,Male,London,Returning,Bronze
C0454,2020-03-24,26-35,Male,Bristol,New,Bronze
C0455,2022-03-19,36-45,Male,Edinburgh,New,Silver
C0456,2020-04-06,18-25,Female,Glasgow,Returning,Silver
C0457,2021-05-16,46-55,Female,London,Returning,Bronze
C0458,2021-08-21,26-35,Male,Sheffield,New,Silver
C0459,2023-02-09,46-55,Male,Edinburgh,New,Bronze
C0460,2021-07-25,36-45,Male,Leeds,Returning,Bronze
C0461,2020-11-09,46-55,Male,Manchester,Returning,Silver
C0462,2021-02-27,46-55,Female,Edinburgh,New,Silver
C0463,2020-11-11,18-25,Male,Birmingham,New,Bronze
C0464,2022-04-20,46-55,Male,Bristol,New,Bronze
C0465,2021-01-11,26-35,Prefer not to say,London,New,Silver
C0466,2020-08-16,18-25,Female,Birmingham,Returning,Silver
C0467,2023-01-26,18-25,Female,Sheffield,Returning,Bronze
C0468,2020-06-25,26-35,Prefer not to say,Leeds,New,Silver
C0469,2022-03-02,36-45,Female,London,New,Bronze
C0470,2023-01-27,26-35,Male,Bristol,Returning,Bronze
C0471,2021-02-08,18-25,Male,Bristol,New,Silver
C0472,2022-02-22,46-55,Female,London,New,Bronze
C0473,2023-06-30,65+,Female,Bristol,New,Silver
C0474,2020-10-15,46-55,Male,London,New,Bronze
C0475,2022-03-18,36-45,Female,Liverpool,Returning,Gold
C0476,2024-06-01,46-55,Male,Sheffield,Returning,Bronze
C0477,2021-01-05,36-45,Female,Newcastle,Returning,Bronze
C0478,2021-01-10,46-55,Male,Cardiff,Returning,Gold
C0479,2022-10-21,65+,Male,Nottingham,Returning,Bronze
C0480,2022-06-10,46-55,Female,London,Returning,Bronze
C0481,2022-08-16,46-55,Male,Belfast,New,Bronze
C0482,2023-09-27,65+,Male,Sheffield,New,Bronze
C0483,2021-12-31,26-35,Male,Glasgow,New,Silver
C0484,2020-01-17,36-45,Female,Bristol,New,Bronze
C0485,2020-10-17,36-45,Male,Birmingham,New,Silver
C0486,2020-12-17,46-55,Female,Nottingham,New,Bronze
C0487,2020-11-09,65+,Female,Leicester,New,Bronze
C0488,2023-10-01,36-45,Male,Newcastle,New,Bronze
C0489,2023-04-21,36-45,Female,Nottingham,Returning,Bronze
C0490,2023-01-19,65+,Female,Bristol,New,Silver
C0491,2021-07-14,46-55,Male,Liverpool,New,Bronze
C0492,2021-02-15,36-45,Male,London,Returning,Bronze
C0493,2023-04-18,18-25,Female,Bristol,New,Gold
C0494,2020-01-02,26-35,Female,Newcastle,New,Silver
C0495,2023-07-14,56-65,Female,Birmingham,New,Bronze
C0496,2021-10-13,46-55,Male,Birmingham,Returning,Bronze
C0497,2022-01-15,26-35,Male,London,Returning,Gold
C0498,2020-01-14,36-45,Female,Cardiff,New,Silver
C0499,2023-07-20,36-45,Female,Leicester,New,Silver
C0500,2021-02-06,36-45,Male,Belfast,New,Bronze
C0501,2020-09-17,36-45,Female,Cardiff,New,Bronze
C0502,2021-06-26,18-25,Female,Leicester,New,Bronze
C0503,2022-04-08,46-55,Female,Leicester,New,Bronze
C0504,2023-08-01,26-35,Male,Sheffield,Returning,Gold
C0505,2021-06-06,36-45,Female,Leicester,Returning,Silver
C0506,2023-04-27,18-25,Prefer not to say,Leeds,New,Bronze
C0507,2022-08-07,26-35,Female,Manchester,New,Bronze
C0508,2020-07-20,26-35,Male,Belfast,Returning,Bronze
C0509,2020-03-15,36-45,Male,Manchester,Returning,Bronze
C0510,2021-01-14,56-65,Female,Leicester,New,Gold
C0511,2023-05-08,46-55,Male,Leicester,New,Bronze
C0512,2022-04-06,56-65,Female,Leeds,New,Bronze
C0513,2020-06-15,26-35,Female,Leicester,New,Silver
C0514,2021-08-07,26-35,Female,Newcastle,Returning,Gold
C0515,2022-08-22,26-35,Male,Liverpool,New,Silver
C0516,2022-08-25,36-45,Male,Edinburgh,New,Bronze
C0517,2022-11-16,56-65,Female,Edinburgh,Returning,Bronze
C0518,2020-03-11,36-45,Male,Manchester,Returning,Silver
C0519,2021-03-27,65+,Female,Leicester,New,Bronze
C0520,2022-08-15,18-25,Male,Leicester,New,Silver
C0521,2022-06-04,26-35,Female,Liverpool,Returning,Bronze
C0522,2021-09-13,36-45,Male,Manchester,Returning,Bronze
C0523,2023-08-19,26-35,Male,Edinburgh,New,Bronze
C0524,2021-10-20,46-55,Male,Edinburgh,New,Bronze
C0525,2024-03-25,18-25,Male,Leeds,New,Bronze
C0526,2020-05-19,36-45,Male,Liverpool,Returning,Silver
C0527,2023-08-06,26-35,Male,Edinburgh,Returning,Silver
C0528,2020-07-23,18-25,Male,London,New,Bronze
C0529,2021-04-23,36-45,Male,Bristol,Returning,Gold
C0530,2021-06-12,46-55,Female,Newcastle,New,Gold
C0531,2020-05-27,26-35,Male,Sheffield,Returning,Silver
C0532,2021-11-21,18-25,Male,Belfast,New,Bronze
C0533,2020-07-13,18-25,Male,Glasgow,New,Gold
C0534,2023-10-26,18-25,Male,Leeds,New,Bronze
C0535,2021-08-12,18-25,Female,Cardiff,New,Bronze
C0536,2023-05-29,46-55,Male,Nottingham,Returning,Bronze
C0537,2023-09-10,65+,Female,Southampton,Returning,Bronze
C0538,2023-02-08,26-35,Female,Nottingham,Returning,Silver
C0539,2020-08-19,26-35,Female,Liverpool,New,Silver
C0540,2021-11-02,36-45,Male,Sheffield,New,Bronze
C0541,2020-10-05,36-45,Male,Bristol,Returning,Bronze
C0542,2023-09-26,65+,Female,Birmingham,New,Bronze
C0543,2020-05-12,56-65,Male,Nottingham,New,Bronze
C0544,2022-08-25,18-25,Non-binary,London,New,Bronze
C0545,2020-04-07,46-55,Male,Birmingham,Returning,Bronze
C0546,2021-10-08,36-45,Male,London,New,Silver
C0547,2020-04-20,36-45,Female,Nottingham,New,Bronze
C0548,2021-04-30,65+,Male,Bristol,Returning,Bronze
C0549,2024-06-20,56-65,Male,Belfast,New,Silver
C0550,2020-11-02,18-25,Male,Belfast,New,Bronze
C0551,2020-06-06,65+,Male,Liverpool,New,Bronze
C0552,2023-07-03,26-35,Male,Cardiff,New,Bronze
C0553,2024-01-08,18-25,Male,Birmingham,New,Silver
C0554,2023-04-09,46-55,Female,Edinburgh,New,Silver
C0555,2022-11-02,26-35,Female,Southampton,New,Bronze
C0556,2021-07-20,36-45,Female,London,New,Bronze
C0557,2023-06-11,26-35,Male,Edinburgh,New,Silver
C0558,2023-08-24,56-65,Male,Bristol,New,Bronze
C0559,2020-11-18,65+,Male,Belfast,New,Bronze
C0560,2020-09-28,56-65,Male,Edinburgh,Returning,Bronze
C0561,2020-05-15,26-35,Male,Glasgow,New,Silver
C0562,2021-11-02,26-35,Male,London,New,Silver
C0563,2021-04-17,36-45,Female,Sheffield,New,Gold
C0564,2021-02-26,46-55,Male,Newcastle,New,Silver
C0565,2022-07-27,18-25,Female,Liverpool,Returning,Silver
C0566,2023-02-07,26-35,Male,London,New,Silver
C0567,2024-05-03,26-35,Female,Leicester,Returning,Bronze
C0568,2023-07-31,18-25,Female,Manchester,Returning,Bronze
C0569,2022-03-28,36-45,Male,Edinburgh,New,Bronze
C0570,2022-05-31,26-35,Female,Newcastle,Returning,Silver
C0571,2023-06-30,18-25,Male,Southampton,New,Silver
C0572,2021-07-25,46-55,Prefer not to say,Sheffield,Returning,Bronze
C0573,2020-10-11,36-45,Male,Belfast,New,Gold
C0574,2020-01-08,46-55,Female,London,New,Silver
C0575,2021-03-23,26-35,Female,Bristol,Returning,Bronze
C0576,2024-06-02,18-25,Female,Cardiff,New,Silver
C0577,2020-11-10,26-35,Female,London,New,Bronze
C0578,2023-11-11,36-45,Female,Leeds,Returning,Silver
C0579,2022-02-04,46-55,Male,Southampton,New,Silver
C0580,2024-01-29,65+,Male,Southampton,New,Bronze
C0581,2020-04-01,65+,Female,Southampton,Returning,Bronze
C0582,2023-02-28,26-35,Male,Glasgow,Returning,Silver
C0583,2022-07-09,26-35,Male,Nottingham,Returning,Gold
C0584,2023-12-16,36-45,Male,London,Returning,Silver
C0585,2023-03-06,46-55,Male,Bristol,New,Gold
C0586,2022-06-02,26-35,Male,Leeds,Returning,Bronze
C0587,2022-11-18,65+,Male,Nottingham,Returning,Silver
C0588,2021-09-09,36-45,Female,Glasgow,New,Bronze
C0589,2021-06-09,36-45,Male,Newcastle,Returning,Bronze
C0590,2020-05-03,26-35,Female,Sheffield,Returning,Silver
C0591,2023-03-10,56-65,Female,Belfast,Returning,Bronze
C0592,2020-06-11,26-35,Female,Sheffield,New,Bronze
C0593,2020-10-27,26-35,Male,Glasgow,New,Silver
C0594,2024-03-04,26-35,Prefer not to say,Newcastle,New,Bronze
C0595,2023-03-03,18-25,Female,Southampton,New,Silver
C0596,2023-08-02,36-45,Female,Glasgow,Returning,Bronze
C0597,2021-07-04,18-25,Female,Glasgow,Returning,Silver
C0598,2020-11-21,36-45,Female,Leeds,New,Bronze
C0599,2020-08-14,56-65,Male,Belfast,New,Bronze
C0600,2021-12-20,56-65,Female,London,New,Bronze
C0601,2023-04-07,36-45,Male,Leicester,Returning,Gold
C0602,2021-02-25,56-65,Male,Bristol,Returning,Bronze
C0603,2024-04-22,36-45,Female,Birmingham,New,Bronze
C0604,2020-11-04,36-45,Male,Cardiff,New,Silver
C0605,2024-02-25,56-65,Female,Bristol,Returning,Bronze
C0606,2024-06-21,46-55,Male,Newcastle,New,Bronze
C0607,2021-12-20,26-35,Male,Nottingham,New,Gold
C0608,2024-06-19,56-65,Female,Birmingham,New,Bronze
C0609,2024-03-25,26-35,Male,Sheffield,New,Bronze
C0610,2022-11-07,18-25,Male,Glasgow,New,Bronze
C0611,2022-09-06,18-25,Male,Southampton,New,Silver
C0612,2023-07-17,36-45,Female,Nottingham,New,Silver
C0613,2022-04-10,26-35,Male,Edinburgh,New,Bronze
C0614,2022-11-15,36-45,Female,Liverpool,Returning,Gold
C0615,2024-02-03,36-45,Male,Newcastle,New,Bronze
C0616,2021-07-02,26-35,Male,London,New,Silver
C0617,2021-12-31,18-25,Female,Birmingham,New,Gold
C0618,2020-11-13,46-55,Prefer not to say,Cardiff,Returning,Silver
C0619,2020-06-12,36-45,Female,Belfast,New,Bronze
C0620,2024-05-21,56-65,Female,Southampton,New,Silver
C0621,2021-03-22,36-45,Male,Manchester,Returning,Bronze
C0622,2023-02-20,26-35,Female,Sheffield,Returning,Bronze
C0623,2020-05-05,46-55,Female,Sheffield,New,Bronze
C0624,2021-03-11,56-65,Male,Liverpool,New,Bronze
C0625,2021-04-02,36-45,Female,Sheffield,New,Gold
C0626,2021-06-03,18-25,Female,Newcastle,Returning,Bronze
C0627,2023-05-25,26-35,Female,Leicester,New,Gold
C0628,2021-07-09,36-45,Female,Bristol,New,Bronze
C0629,2022-02-12,26-35,Male,Manchester,Returning,Gold
C0630,2024-04-29,18-25,Female,Leeds,Returning,Gold
C0631,2021-07-21,26-35,Male,Liverpool,New,Silver
C0632,2024-02-18,56-65,Male,Southampton,New,Bronze
C0633,2024-04-02,36-45,Male,Bristol,Returning,Bronze
C0634,2020-01-17,36-45,Female,London,New,Silver
C0635,2024-01-02,56-65,Male,Leicester,New,Bronze
C0636,2021-04-28,26-35,Female,Belfast,New,Bronze
C0637,2022-05-09,46-55,Male,Leicester,New,Bronze
C0638,2022-12-23,26-35,Female,Liverpool,New,Bronze
C0639,2024-04-17,46-55,Female,Liverpool,Returning,Silver
C0640,2023-09-25,46-55,Female,Cardiff,New,Silver
C0641,2021-11-29,46-55,Male,Nottingham,Returning,Bronze
C0642,2020-07-26,26-35,Male,Nottingham,New,Silver
C0643,2023-08-19,18-25,Male,Sheffield,Returning,Bronze
C0644,2024-01-07,18-25,Female,Liverpool,Returning,Bronze
C0645,2023-05-16,46-55,Male,Sheffield,New,Silver
C0646,2022-09-16,18-25,Male,Leicester,New,Bronze
C0647,2020-05-26,26-35,Male,Birmingham,Returning,Gold
C0648,2023-08-27,36-45,Female,Sheffield,Returning,Bronze
C0649,2023-07-17,56-65,Female,Glasgow,Returning,Silver
C0650,2020-10-01,18-25,Male,Nottingham,New,Bronze
C0651,2022-10-13,18-25,Female,Cardiff,Returning,Bronze
C0652,2023-10-09,46-55,Female,Leicester,Returning,Bronze
C0653,2023-12-12,26-35,Male,Nottingham,Returning,Silver
C0654,2020-02-14,26-35,Female,Liverpool,Returning,Gold
C0655,2020-12-12,65+,Female,Leeds,New,Bronze
C0656,2020-04-28,56-65,Male,Nottingham,New,Bronze
C0657,2022-12-31,36-45,Female,Leeds,New,Bronze
C0658,2023-02-08,56-65,Female,Leicester,Returning,Gold
C0659,2022-09-22,26-35,Female,Leeds,New,Bronze
C0660,2022-01-10,56-65,Female,Birmingham,New,Bronze
C0661,2024-01-19,18-25,Female,Manchester,Returning,Gold
C0662,2022-11-25,26-35,Male,Bristol,Returning,Silver
C0663,2021-12-26,26-35,Prefer not to say,Newcastle,New,Silver
C0664,2020-04-11,36-45,Male,Manchester,New,Gold
C0665,2021-07-27,46-55,Male,Nottingham,New,Silver
C0666,2021-01-28,26-35,Male,Newcastle,New,Bronze
C0667,2023-10-26,46-55,Female,Newcastle,Returning,Bronze
C0668,2021-09-20,18-25,Female,Newcastle,Returning,Gold
C0669,2023-12-27,46-55,Male,Belfast,Returning,Silver
C0670,2023-08-24,46-55,Male,Sheffield,New,Gold
C0671,2020-02-14,18-25,Male,Liverpool,Returning,Silver
C0672,2022-12-17,18-25,Female,Glasgow,New,Gold
C0673,2021-01-23,65+,Male,Liverpool,Returning,Bronze
C0674,2022-04-16,26-35,Female,Newcastle,New,Silver
C0675,2023-01-12,26-35,Female,Belfast,New,Silver
C0676,2022-08-23,56-65,Female,Leicester,New,Silver
C0677,2020-08-10,36-45,Female,Birmingham,New,Gold
C0678,2022-12-10,36-45,Male,Belfast,New,Gold
C0679,2021-10-01,56-65,Female,Manchester,Returning,Bronze
C0680,2020-05-25,56-65,Female,Glasgow,New,Gold
C0681,2021-01-01,26-35,Female,Sheffield,New,Bronze
C0682,2021-02-03,26-35,Female,Leeds,Returning,Bronze
C0683,2024-05-25,36-45,Female,Cardiff,Returning,Silver
C0684,2020-02-01,18-25,Female,Leicester,New,Silver
C0685,2024-02-19,36-45,Male,Belfast,New,Bronze
C0686,2024-05-20,18-25,Female,Leeds,Returning,Bronze
C0687,2023-07-30,36-45,Male,Edinburgh,Returning,Bronze
C0688,2023-05-26,18-25,Male,Newcastle,New,Silver
C0689,2024-04-01,65+,Female,Manchester,New,Silver
C0690,2020-07-18,26-35,Female,Belfast,New,Silver
C0691,2021-08-08,46-55,Female,Belfast,Returning,Silver
C0692,2021-07-23,36-45,Female,Manchester,Returning,Silver
C0693,2022-12-20,18-25,Female,Glasgow,New,Bronze
C0694,2021-12-12,36-45,Male,Belfast,Returning,Bronze
C0695,2022-10-19,36-45,Male,Edinburgh,Returning,Bronze
C0696,2023-07-12,26-35,Female,Sheffield,Returning,Gold
C0697,2024-02-26,26-35,Male,Leicester,New,Bronze
C0698,2020-12-29,56-65,Female,Nottingham,New,Bronze
C0699,2023-05-15,46-55,Male,Nottingham,Returning,Bronze
C0700,2020-08-15,18-25,Female,Glasgow,New,Silver
C0701,2023-01-20,46-55,Non-binary,Edinburgh,Returning,Silver
C0702,2024-05-02,56-65,Female,Liverpool,Returning,Silver
C0703,2023-03-12,26-35,Male,Birmingham,New,Silver
C0704,2020-11-14,26-35,Male,Southampton,New,Bronze
C0705,2021-08-31,36-45,Female,Nottingham,Returning,Silver
C0706,2022-03-09,36-45,Male,Birmingham,New,Bronze
C0707,2020-10-05,18-25,Female,Bristol,Returning,Bronze
C0708,2021-01-11,65+,Non-binary,Nottingham,Returning,Silver
C0709,2023-02-17,56-65,Male,Edinburgh,New,Bronze
C0710,2021-06-27,36-45,Male,Southampton,New,Gold
C0711,2021-08-13,56-65,Female,Edinburgh,New,Gold
C0712,2020-09-13,56-65,Male,Birmingham,New,Bronze
C0713,2020-07-22,26-35,Male,Nottingham,New,Gold
C0714,2023-08-04,36-45,Male,Cardiff,New,Bronze
C0715,2023-10-25,36-45,Male,Glasgow,New,Silver
C0716,2023-09-18,36-45,Female,Nottingham,Returning,Bronze
C0717,2023-10-21,26-35,Female,Southampton,New,Bronze
C0718,2020-05-05,65+,Male,Glasgow,Returning,Silver
C0719,2023-07-12,56-65,Male,Cardiff,Returning,Bronze
C0720,2020-06-09,26-35,Male,Nottingham,New,Bronze
C0721,2020-10-18,18-25,Prefer not to say,Glasgow,New,Gold
C0722,2022-07-18,36-45,Female,Glasgow,New,Bronze
C0723,2024-04-25,18-25,Female,Leicester,New,Bronze
C0724,2023-05-04,18-25,Male,Cardiff,New,Silver
C0725,2023-03-15,26-35,Male,Glasgow,New,Bronze
C0726,2022-10-29,36-45,Male,London,New,Silver
C0727,2023-02-16,18-25,Prefer not to say,Manchester,New,Gold
C0728,2022-12-20,56-65,Male,Bristol,New,Silver
C0729,2020-07-15,26-35,Female,Birmingham,Returning,Bronze
C0730,2022-10-31,46-55,Female,Cardiff,Returning,Bronze
C0731,2021-07-30,36-45,Female,London,New,Bronze
C0732,2021-01-11,56-65,Male,Sheffield,New,Bronze
C0733,2020-03-24,26-35,Male,Southampton,New,Bronze
C0734,2023-10-12,26-35,Male,Sheffield,Returning,Bronze
C0735,2023-05-02,36-45,Male,Liverpool,New,Silver
C0736,2024-04-02,26-35,Female,Leicester,Returning,Bronze
C0737,2022-09-25,65+,Female,Belfast,Returning,Silver
C0738,2020-04-12,36-45,Male,London,Returning,Silver
C0739,2021-09-27,36-45,Female,Bristol,New,Bronze
C0740,2022-06-10,26-35,Female,Southampton,New,Gold
C0741,2022-09-09,26-35,Male,Sheffield,Returning,Bronze
C0742,2022-06-10,18-25,Male,London,Returning,Gold
C0743,2021-04-16,46-55,Female,Manchester,Returning,Bronze
C0744,2022-09-20,65+,Male,Leicester,Returning,Gold
C0745,2024-01-05,18-25,Male,Bristol,New,Silver
C0746,2023-01-25,26-35,Male,Nottingham,New,Bronze
C0747,2021-12-04,26-35,Female,London,New,Bronze
C0748,2020-04-17,18-25,Female,Birmingham,Returning,Bronze
C0749,2024-01-03,18-25,Female,Birmingham,New,Gold
C0750,2021-04-28,18-25,Male,Liverpool,New,Bronze
C0751,2021-10-08,18-25,Male,Nottingham,Returning,Gold
C0752,2022-10-22,56-65,Male,Manchester,Returning,Gold
C0753,2022-01-17,26-35,Female,Birmingham,Returning,Bronze
C0754,2024-01-18,18-25,Female,Liverpool,New,Silver
C0755,2021-11-19,26-35,Female,Cardiff,New,Silver
C0756,2022-08-27,26-35,Female,Edinburgh,Returning,Silver
C0757,2021-05-20,26-35,Female,Southampton,New,Silver
C0758,2021-09-03,26-35,Male,London,Returning,Silver
C0759,2023-12-11,36-45,Male,Glasgow,Returning,Bronze
C0760,2024-02-07,26-35,Female,Sheffield,Returning,Silver
C0761,2022-10-24,36-45,Male,Cardiff,Returning,Gold
C0762,2024-01-18,26-35,Female,Southampton,Returning,Silver
C0763,2023-10-20,36-45,Male,Glasgow,Returning,Silver
C0764,2023-12-10,46-55,Male,Glasgow,New,Bronze
C0765,2022-04-17,26-35,Male,London,New,Bronze
C0766,2023-09-17,56-65,Female,Sheffield,New,Gold
C0767,2022-06-30,26-35,Female,Bristol,Returning,Silver
C0768,2020-09-03,26-35,Female,Bristol,New,Gold
C0769,2023-05-08,46-55,Female,Belfast,Returning,Bronze
C0770,2023-12-18,18-25,Male,Leeds,New,Bronze
C0771,2020-11-02,36-45,Female,Newcastle,Returning,Silver
C0772,2022-09-27,36-45,Non-binary,Southampton,New,Silver
C0773,2023-04-04,26-35,Male,Southampton,Returning,Bronze
C0774,2021-02-05,18-25,Male,Bristol,Returning,Silver
C0775,2021-12-25,26-35,Female,Sheffield,New,Silver
C0776,2020-06-27,18-25,Male,Leicester,New,Bronze
C0777,2021-05-15,36-45,Male,Leeds,New,Silver
C0778,2023-07-17,56-65,Female,London,Returning,Bronze
C0779,2024-05-01,26-35,Female,Birmingham,Returning,Silver
C0780,2023-10-11,26-35,Female,Nottingham,New,Bronze
C0781,2022-04-27,56-65,Female,Glasgow,New,Bronze
C0782,2021-12-31,65+,Female,Leicester,Returning,Bronze
C0783,2022-06-21,36-45,Female,Cardiff,New,Bronze
C0784,2021-06-27,36-45,Male,Nottingham,Returning,Silver
C0785,2024-06-04,46-55,Female,Belfast,Returning,Bronze
C0786,2022-01-07,36-45,Male,Newcastle,New,Bronze
C0787,2023-07-20,65+,Female,Edinburgh,New,Silver
C0788,2020-09-14,36-45,Male,Belfast,Returning,Bronze
C0789,2023-04-12,18-25,Female,Leicester,New,Gold
C0790,2020-07-15,26-35,Male,Bristol,Returning,Gold
C0791,2023-02-18,56-65,Female,Southampton,Returning,Bronze
C0792,2023-12-18,56-65,Female,Bristol,New,Bronze
C0793,2021-02-23,65+,Female,Cardiff,Returning,Silver
C0794,2021-06-06,26-35,Prefer not to say,Manchester,Returning,Silver
C0795,2022-12-05,18-25,Female,Leeds,Returning,Bronze
C0796,2021-02-02,18-25,Male,Manchester,New,Bronze
C0797,2021-03-10,18-25,Female,Glasgow,New,Bronze
C0798,2022-08-03,46-55,Female,Belfast,New,Silver
C0799,2023-07-16,18-25,Prefer not to say,Leicester,Returning,Bronze
C0800,2021-04-24,36-45,Male,Southampton,New,Bronze
C0801,2021-05-13,46-55,Female,Leicester,New,Bronze
C0802,2023-11-12,26-35,Female,Bristol,Returning,Bronze
C0803,2022-04-13,46-55,Male,Newcastle,New,Gold
C0804,2021-12-21,46-55,Prefer not to say,Glasgow,New,Silver
C0805,2021-09-01,46-55,Female,Leeds,New,Bronze
C0806,2022-07-10,56-65,Female,Sheffield,New,Bronze
C0807,2021-08-17,56-65,Female,Newcastle,New,Bronze
C0808,2020-06-01,56-65,Female,Sheffield,New,Silver
C0809,2022-08-18,56-65,Male,Sheffield,Returning,Gold
C0810,2021-08-18,46-55,Female,London,New,Gold
C0811,2023-10-21,26-35,Female,Sheffield,New,Bronze
C0812,2020-03-20,18-25,Male,Manchester,Returning,Bronze
C0813,2021-07-16,46-55,Female,Sheffield,Returning,Bronze
C0814,2021-05-07,56-65,Male,Bristol,Returning,Bronze
C0815,2022-10-31,36-45,Female,Newcastle,Returning,Bronze
C0816,2021-05-16,26-35,Female,Bristol,New,Silver
C0817,2022-10-09,56-65,Male,Edinburgh,Returning,Bronze
C0818,2020-05-02,18-25,Female,Nottingham,New,Silver
C0819,2020-11-08,56-65,Male,Edinburgh,Returning,Bronze
C0820,2022-01-26,65+,Female,Manchester,Returning,Bronze
C0821,2020-05-08,46-55,Male,Belfast,Returning,Bronze
C0822,2022-12-15,26-35,Male,Belfast,New,Silver
C0823,2021-10-31,36-45,Female,Southampton,New,Silver
C0824,2020-09-16,46-55,Female,Edinburgh,Returning,Gold
C0825,2021-06-26,26-35,Female,Bristol,New,Silver
C0826,2023-12-05,36-45,Male,Glasgow,New,Silver
C0827,2023-09-13,26-35,Female,Leicester,Returning,Bronze
C0828,2021-06-18,36-45,Female,Southampton,Returning,Bronze
C0829,2020-10-20,56-65,Male,Cardiff,New,Bronze
C0830,2024-06-16,26-35,Male,Nottingham,Returning,Silver
C0831,2020-06-06,26-35,Female,Nottingham,Returning,Silver
C0832,2022-01-06,18-25,Female,Manchester,Returning,Gold
C0833,2020-11-12,18-25,Male,Sheffield,New,Bronze
C0834,2023-07-11,36-45,Male,Leicester,New,Bronze
C0835,2021-04-28,18-25,Female,Liverpool,New,Bronze
C0836,2022-01-07,26-35,Female,Nottingham,New,Silver
C0837,2022-08-11,18-25,Female,Nottingham,New,Silver
C0838,2021-06-14,26-35,Male,Bristol,Returning,Silver
C0839,2023-10-31,56-65,Female,Bristol,Returning,Silver
C0840,2021-02-01,46-55,Male,Southampton,New,Silver
C0841,2023-02-19,36-45,Female,Leicester,Returning,Bronze
C0842,2023-05-27,36-45,Male,Glasgow,New,Bronze
C0843,2020-03-11,36-45,Male,Belfast,New,Gold
C0844,2024-02-23,18-25,Male,Manchester,New,Bronze
C0845,2022-08-23,36-45,Female,Leeds,Returning,Bronze
C0846,2023-09-07,56-65,Female,Southampton,New,Bronze
C0847,2023-09-03,36-45,Female,London,New,Silver
C0848,2021-05-11,36-45,Female,Newcastle,Returning,Bronze
C0849,2021-03-22,26-35,Female,Belfast,Returning,Silver
C0850,2021-08-20,36-45,Female,Belfast,New,Gold
C0851,2021-12-11,65+,Male,Birmingham,New,Bronze
C0852,2022-07-19,56-65,Male,Leeds,New,Bronze
